global_id,timestamp,run_tag,fee_rate,invest_percent,atr_mult_sl,atr_period,bb_period,bb_position_pct,bb_std_mult,confirmation_candles,ma_long,ma_short,macd_fast,macd_hist_min,macd_signal_period,macd_slow,max_position_candles,min_candles_between,momentum_period,momentum_threshold,rsi_oversold,rsi_period,sl_percent,tp_percent,use_atr_sl,use_bb,use_ma_cross,use_macd,use_momentum,use_rsi,use_volume,vol_ma_period,vol_multiplier,total_ops,ganadoras,perdedoras,winrate,ganancia_media_por_op,ganancia_media_ganadoras,perdida_media_perdedoras,mejor_operacion,peor_operacion,pnl_neto,pnl_por_operacion,roi_mensual,pnl_mensual,max_drawdown,score,tiempo_medio_h,ops_por_mes
1410,2026-07-07T23:46:30.387184+00:00,20260707_234630,0.08,100.0,2.79,17,28,0.95,2.07,3,42,14,16,28,7,24,15,0,16,1.65,34,18,0.76,0.83,False,False,True,True,False,False,True,11,1.15,2647,1380,1267,52.13,0.07,1.3,-1.28,17.38,-18.47,-942.29,-0.36,-0.95,-9.51,45.57,0.5,5.74,26.72
1411,2026-07-07T23:46:30.387194+00:00,20260707_234630,0.08,100.0,2.72,15,21,2.32,1.94,3,27,20,15,54,10,31,16,2,20,2.58,21,12,1.65,2.97,True,True,True,True,True,True,True,16,1.9,3627,1883,1744,51.92,0.09,1.87,-1.84,13.48,-21.72,-979.36,-0.27,-0.99,-9.89,71.04,-3.35,13.44,36.61
1412,2026-07-07T23:46:30.387206+00:00,20260707_234630,0.08,100.0,1.12,13,21,0.66,1.72,2,43,17,14,76,8,36,17,1,19,1.82,45,15,4.24,1.95,False,False,False,False,True,True,False,28,2.9,2849,1606,1243,56.37,0.02,1.96,-2.5,12.86,-21.32,-995.07,-0.35,-1.0,-10.04,81.32,-4.25,12.57,28.76
1413,2026-07-07T23:46:30.387215+00:00,20260707_234630,0.08,100.0,1.87,12,29,1.24,1.65,3,42,16,12,52,10,23,19,3,10,2.75,31,13,4.71,1.11,False,False,True,False,True,True,True,20,2.19,1242,780,462,62.8,0.01,1.7,-2.84,14.08,-18.47,-902.68,-0.73,-0.91,-9.11,55.41,0.53,11.09,12.54
1414,2026-07-07T23:46:30.387225+00:00,20260707_234630,0.08,100.0,1.24,13,24,4.94,2.78,2,35,9,19,39,11,30,9,0,8,0.83,43,15,2.76,3.36,False,True,False,True,True,False,True,10,2.3,3645,1868,1777,51.25,0.04,1.69,-1.69,12.88,-18.21,-995.01,-0.27,-1.0,-10.04,86.79,-5.81,8.04,36.79
1415,2026-07-07T23:46:30.387236+00:00,20260707_234630,0.08,100.0,2.36,14,11,0.75,2.16,1,24,17,20,67,9,31,19,3,17,2.55,24,18,1.37,3.08,True,True,True,True,False,True,False,18,2.29,2472,1250,1222,50.57,0.08,1.88,-1.76,12.65,-20.88,-932.35,-0.38,-0.94,-9.41,60.14,-1.93,14.85,24.95
1416,2026-07-07T23:46:30.387249+00:00,20260707_234630,0.08,100.0,2.84,17,24,1.19,2.12,2,49,5,16,30,12,37,11,5,9,0.74,35,20,2.22,4.89,True,True,True,True,True,True,True,15,2.44,2839,1414,1425,49.81,0.01,1.72,-1.69,12.65,-21.5,-995.08,-0.35,-1.0,-10.04,87.14,-6.1,10.18,28.66
1417,2026-07-07T23:46:30.387259+00:00,20260707_234630,0.08,100.0,1.76,12,26,0.97,2.25,1,30,15,15,70,9,30,22,4,17,1.41,23,17,3.89,3.96,True,True,False,False,True,False,False,10,2.54,2672,1263,1409,47.27,0.13,2.29,-1.81,11.37,-20.2,-838.06,-0.31,-0.85,-8.46,73.5,-4.37,16.09,26.97
1418,2026-07-07T23:46:30.387270+00:00,20260707_234630,0.08,100.0,1.36,10,25,4.36,2.84,2,28,9,12,22,12,36,21,2,17,1.52,26,19,4.83,3.89,False,False,False,False,False,True,False,28,2.28,119,57,62,47.9,-0.5,2.34,-3.11,7.63,-11.26,-579.91,-4.87,-0.59,-5.85,52.87,-2.44,17.49,1.2
1419,2026-07-07T23:46:30.387280+00:00,20260707_234630,0.08,100.0,2.19,11,16,1.32,1.56,0,24,9,20,40,9,29,24,0,6,0.95,24,15,4.24,1.45,True,True,False,True,False,False,False,26,1.16,3731,2111,1620,56.58,0.06,1.77,-2.16,13.83,-20.88,-991.07,-0.27,-1.0,-10.0,69.38,-2.4,13.5,37.66
1420,2026-07-07T23:46:30.387297+00:00,20260707_234630,0.08,100.0,2.58,16,24,2.36,1.73,0,30,18,16,39,11,33,21,4,19,2.93,22,10,4.87,0.76,True,False,True,False,False,False,False,17,2.17,1272,789,483,62.03,0.1,1.23,-1.76,9.03,-10.04,-651.26,-0.51,-0.66,-6.57,39.85,2.91,10.88,12.84
1421,2026-07-07T23:46:30.387309+00:00,20260707_234630,0.08,100.0,1.6,19,12,3.3,1.51,0,46,11,8,62,10,28,9,3,20,2.57,28,10,2.24,3.5,False,False,False,True,True,False,True,30,2.92,3110,1603,1507,51.54,0.08,1.67,-1.6,10.6,-10.36,-956.6,-0.31,-0.97,-9.66,76.38,-4.21,7.91,31.39
1422,2026-07-07T23:46:30.387319+00:00,20260707_234630,0.08,100.0,2.96,11,20,1.23,2.86,0,50,9,16,72,9,34,7,2,8,2.32,35,21,2.42,4.67,True,True,True,True,True,True,True,15,2.83,3987,2082,1905,52.22,0.05,1.37,-1.39,14.08,-17.53,-995.01,-0.25,-1.0,-10.04,72.37,-3.5,6.74,40.25
1423,2026-07-07T23:46:30.387331+00:00,20260707_234630,0.08,100.0,1.98,17,23,1.33,2.56,3,44,15,16,78,11,36,9,2,11,1.69,25,14,2.3,4.49,True,False,True,True,False,False,True,14,1.76,544,264,280,48.53,0.07,1.7,-1.47,8.36,-10.33,-474.96,-0.87,-0.48,-4.79,33.91,1.74,7.96,5.49
1424,2026-07-07T23:46:30.387341+00:00,20260707_234630,0.08,100.0,1.61,12,11,3.72,1.72,0,40,12,12,49,12,27,19,1,12,1.31,23,8,4.72,1.53,True,False,False,False,False,False,True,29,2.94,1085,555,530,51.15,0.05,1.87,-1.86,10.6,-10.33,-772.14,-0.71,-0.78,-7.79,42.47,0.78,10.09,10.95
1425,2026-07-07T23:46:30.387354+00:00,20260707_234630,0.08,100.0,2.48,14,12,0.95,2.48,2,36,11,18,33,12,33,16,2,20,2.4,25,21,3.71,1.89,False,False,False,False,True,False,True,22,2.43,1571,878,693,55.89,0.14,2.0,-2.2,9.03,-9.74,-544.16,-0.35,-0.55,-5.49,48.4,0.8,11.5,15.86
1426,2026-07-07T23:46:30.387366+00:00,20260707_234630,0.08,100.0,2.31,12,17,0.62,1.72,3,41,13,12,61,7,31,24,5,11,1.88,23,9,1.25,0.68,True,False,False,False,False,True,True,23,1.12,1948,1304,644,66.94,0.06,1.23,-2.33,12.5,-18.47,-918.1,-0.47,-0.93,-9.27,61.43,0.31,9.47,19.66
1427,2026-07-07T23:46:30.387380+00:00,20260707_234630,0.08,100.0,1.76,19,12,2.32,2.99,1,40,16,19,38,9,30,13,5,8,1.27,25,13,4.31,1.57,True,True,False,False,True,False,False,12,1.15,4069,2138,1931,52.54,0.07,1.5,-1.52,9.61,-9.71,-989.83,-0.24,-1.0,-9.99,71.55,-3.32,9.33,41.07
1428,2026-07-07T23:46:30.387391+00:00,20260707_234630,0.08,100.0,1.93,15,24,0.94,1.68,2,35,9,18,41,7,35,6,2,5,1.92,40,17,4.97,1.74,False,True,True,False,False,False,False,10,1.54,3239,1783,1456,55.05,0.01,0.94,-1.13,12.65,-11.26,-995.03,-0.31,-1.0,-10.04,73.95,-3.33,5.68,32.7
1429,2026-07-07T23:46:30.387401+00:00,20260707_234630,0.08,100.0,2.66,13,28,1.6,1.53,0,31,16,15,76,12,29,10,0,5,2.42,45,18,2.53,0.77,True,True,False,True,True,True,True,24,1.66,4521,2820,1701,62.38,0.07,1.3,-1.98,12.88,-21.16,-995.09,-0.22,-1.0,-10.04,68.79,-1.43,6.34,45.64
1430,2026-07-07T23:46:30.387411+00:00,20260707_234630,0.08,100.0,1.63,11,11,2.38,2.98,1,48,18,14,48,8,24,16,5,19,2.12,21,17,2.12,2.02,False,False,False,False,True,True,True,17,1.66,2185,1159,1026,53.04,0.12,1.92,-1.91,13.51,-9.34,-782.63,-0.36,-0.79,-7.9,57.04,-1.02,11.09,22.06
1431,2026-07-07T23:46:30.387421+00:00,20260707_234630,0.08,100.0,1.68,19,10,1.13,2.71,2,47,16,9,75,12,29,20,0,13,2.83,25,13,4.51,2.17,False,False,False,False,False,True,False,22,2.59,253,130,123,51.38,-0.18,2.41,-2.91,17.38,-17.28,-636.62,-2.52,-0.64,-6.43,64.81,-3.03,14.86,2.55
1432,2026-07-07T23:46:30.387512+00:00,20260707_234630,0.08,100.0,1.53,17,19,1.07,2.92,3,23,8,13,64,11,23,10,3,19,1.77,26,11,4.63,3.6,False,False,True,True,False,False,True,27,1.47,1104,577,527,52.26,0.05,1.66,-1.71,17.38,-18.47,-785.92,-0.71,-0.79,-7.93,57.98,-1.39,9.39,11.14
1433,2026-07-07T23:46:30.387528+00:00,20260707_234630,0.08,100.0,1.88,12,23,0.77,2.58,0,29,7,14,62,12,23,14,0,9,1.5,44,15,3.34,2.11,False,True,False,True,True,True,True,24,2.83,3862,2112,1750,54.69,0.06,1.97,-2.25,12.88,-18.47,-995.07,-0.26,-1.0,-10.04,81.4,-4.48,10.51,38.98
1434,2026-07-07T23:46:30.387538+00:00,20260707_234630,0.08,100.0,1.67,16,22,2.99,2.08,0,39,19,15,32,7,27,24,0,13,2.83,30,8,4.91,0.69,False,True,False,True,False,False,False,13,1.1,3638,2505,1133,68.86,0.04,1.3,-2.74,13.83,-18.63,-995.01,-0.27,-1.0,-10.04,71.71,-0.91,11.55,36.72
1435,2026-07-07T23:46:30.387549+00:00,20260707_234630,0.08,100.0,1.82,11,26,3.49,1.91,3,38,19,11,66,9,37,14,2,7,2.26,20,9,3.42,1.96,True,False,True,False,False,False,True,28,1.29,1497,781,716,52.17,0.06,1.74,-1.77,17.38,-18.47,-852.89,-0.57,-0.86,-8.61,41.1,1.15,9.96,15.11
1436,2026-07-07T23:46:30.387559+00:00,20260707_234630,0.08,100.0,1.01,20,17,4.72,1.76,0,21,5,15,30,7,38,23,4,5,2.18,27,14,1.96,4.47,True,False,True,False,True,False,False,15,1.04,2200,844,1356,38.36,0.08,2.72,-1.56,13.51,-12.76,-918.18,-0.42,-0.93,-9.27,70.4,-5.3,13.19,22.21
1437,2026-07-07T23:46:30.387569+00:00,20260707_234630,0.08,100.0,1.04,10,23,2.49,2.2,3,49,18,12,48,8,38,15,3,17,0.81,37,20,4.78,1.74,False,True,False,True,True,False,False,16,1.47,3753,2106,1647,56.12,0.17,1.66,-1.73,12.88,-21.11,-484.8,-0.13,-0.49,-4.89,62.3,-1.16,12.21,37.88
1438,2026-07-07T23:46:30.387581+00:00,20260707_234630,0.08,100.0,2.77,15,23,4.6,1.69,2,41,13,10,69,12,24,11,0,18,2.51,20,13,2.83,2.78,True,True,True,False,True,False,False,27,2.2,4256,2193,2063,51.53,0.07,1.76,-1.73,17.38,-20.37,-995.0,-0.23,-1.0,-10.04,74.17,-3.87,9.63,42.96
1439,2026-07-07T23:46:30.387591+00:00,20260707_234630,0.08,100.0,2.35,10,20,4.78,2.78,0,37,20,10,64,11,36,15,3,6,2.36,41,18,4.0,3.37,True,True,True,False,False,False,True,15,1.68,4053,2090,1963,51.57,0.07,1.79,-1.76,11.33,-20.2,-991.88,-0.24,-1.0,-10.01,73.53,-3.77,12.57,40.91
1440,2026-07-07T23:46:30.387601+00:00,20260707_234630,0.08,100.0,2.63,19,18,0.78,2.74,1,24,18,19,36,10,23,24,2,16,2.89,27,15,1.2,2.41,False,False,True,False,True,True,False,12,2.91,1344,578,766,43.01,0.09,2.69,-1.88,10.6,-17.28,-766.37,-0.57,-0.77,-7.74,68.49,-4.3,10.31,13.57
1441,2026-07-07T23:46:30.387613+00:00,20260707_234630,0.08,100.0,2.66,19,25,1.07,2.58,3,21,11,14,20,7,28,22,2,15,2.9,40,20,3.8,1.14,False,False,True,False,True,True,False,28,1.1,1650,1087,563,65.88,0.15,1.72,-2.87,17.38,-18.47,-503.84,-0.31,-0.51,-5.09,56.28,1.14,11.37,16.66
1442,2026-07-07T23:46:30.387625+00:00,20260707_234630,0.08,100.0,2.94,19,26,3.19,2.99,1,48,11,16,20,9,28,11,3,10,1.31,26,7,1.95,1.81,True,True,False,True,False,True,False,14,1.7,3512,1872,1640,53.3,0.04,1.3,-1.4,12.88,-21.72,-991.6,-0.28,-1.0,-10.01,51.26,-0.18,9.43,35.45
1443,2026-07-07T23:46:30.387640+00:00,20260707_234630,0.08,100.0,1.01,10,17,1.04,1.75,1,41,16,11,40,8,40,12,0,8,1.49,33,15,2.92,4.57,True,False,True,True,False,True,False,13,2.2,936,419,517,44.76,-0.13,1.96,-1.82,17.38,-20.37,-953.84,-1.02,-0.96,-9.63,85.68,-6.83,8.69,9.45
1444,2026-07-07T23:46:30.387650+00:00,20260707_234630,0.08,100.0,2.71,10,12,0.06,1.92,1,27,18,13,51,12,28,6,2,13,1.05,24,14,0.71,1.97,True,True,False,True,False,False,True,11,2.96,1530,872,658,56.99,0.06,1.07,-1.29,9.37,-11.15,-837.21,-0.55,-0.85,-8.45,51.3,0.35,5.48,15.44
1445,2026-07-07T23:46:30.387660+00:00,20260707_234630,0.08,100.0,2.25,14,28,3.4,2.65,1,49,16,15,72,8,35,21,1,5,2.91,40,8,4.51,2.55,False,False,True,True,False,False,True,12,1.58,1626,853,773,52.46,0.04,2.08,-2.22,13.51,-11.26,-929.3,-0.57,-0.94,-9.38,74.61,-3.87,16.88,16.41
1446,2026-07-07T23:46:30.387671+00:00,20260707_234630,0.08,100.0,1.1,17,29,0.86,2.8,3,28,13,14,53,9,40,12,0,6,0.75,35,14,1.22,3.35,True,False,True,False,False,False,True,10,1.71,460,229,231,49.78,0.08,1.69,-1.51,8.36,-9.36,-367.75,-0.8,-0.37,-3.71,28.49,2.81,8.41,4.64
1447,2026-07-07T23:46:30.387681+00:00,20260707_234630,0.08,100.0,2.61,16,21,2.41,1.83,1,48,6,9,51,11,39,17,3,9,1.72,43,16,3.89,3.88,False,True,True,False,False,False,False,26,1.07,2946,1486,1460,50.44,0.03,1.91,-1.88,12.33,-21.11,-991.15,-0.34,-1.0,-10.0,85.3,-5.73,15.46,29.74
1448,2026-07-07T23:46:30.387691+00:00,20260707_234630,0.08,100.0,1.69,18,28,1.01,1.84,3,43,20,9,49,9,36,9,5,19,1.49,40,19,4.5,0.84,False,True,False,True,False,False,True,14,1.7,2550,1464,1086,57.41,-0.01,0.98,-1.35,17.38,-21.5,-991.41,-0.39,-1.0,-10.01,59.48,-0.83,7.16,25.74
1449,2026-07-07T23:46:30.387703+00:00,20260707_234630,0.08,100.0,1.03,14,10,0.13,2.63,0,39,13,9,63,12,24,14,1,19,0.93,36,11,3.72,1.36,True,True,True,True,True,False,False,14,1.16,4891,2451,2440,50.11,0.07,1.64,-1.51,11.56,-16.43,-995.04,-0.2,-1.0,-10.04,62.08,-2.26,7.38,49.37
1450,2026-07-07T23:46:30.387715+00:00,20260707_234630,0.08,100.0,2.91,20,30,3.1,2.53,0,32,14,20,47,9,23,20,0,17,1.54,27,19,3.85,1.21,True,False,False,True,True,True,False,27,1.04,2752,1681,1071,61.08,0.16,1.81,-2.42,11.57,-21.72,-605.75,-0.22,-0.61,-6.11,61.16,-0.32,11.5,27.78
1451,2026-07-07T23:46:30.387728+00:00,20260707_234630,0.08,100.0,2.31,11,30,1.78,2.85,2,32,11,16,45,7,29,24,5,8,0.98,44,21,2.86,3.71,True,False,False,False,False,True,False,14,1.91,1260,667,593,52.94,0.02,2.35,-2.6,11.14,-21.5,-916.75,-0.73,-0.93,-9.25,86.58,-5.64,17.55,12.72
1452,2026-07-07T23:46:30.387738+00:00,20260707_234630,0.08,100.0,2.97,11,11,0.31,2.21,3,25,5,20,50,12,40,16,1,7,2.99,29,15,3.01,3.12,True,True,False,True,True,True,False,11,1.6,1690,886,804,52.43,0.06,1.77,-1.82,14.08,-20.2,-887.16,-0.52,-0.9,-8.96,64.72,-2.36,13.69,17.06
1453,2026-07-07T23:46:30.387748+00:00,20260707_234630,0.08,100.0,1.14,15,23,4.19,2.98,2,26,9,12,59,10,31,21,4,17,1.78,26,18,1.68,0.77,False,True,True,False,True,False,True,10,1.94,4265,2628,1637,61.62,0.05,1.28,-1.92,11.56,-11.26,-995.01,-0.23,-1.0,-10.04,68.21,-1.46,8.75,43.05
1454,2026-07-07T23:46:30.387760+00:00,20260707_234630,0.08,100.0,2.32,15,23,2.52,2.61,3,25,19,19,56,11,38,11,1,14,1.84,35,8,1.07,3.6,False,False,False,True,True,False,False,30,1.79,1236,559,677,45.23,0.11,2.04,-1.49,9.46,-8.72,-623.52,-0.5,-0.63,-6.29,50.38,-1.17,7.68,12.48
1455,2026-07-07T23:46:30.387770+00:00,20260707_234630,0.08,100.0,2.77,14,26,2.34,1.63,0,26,18,12,79,11,25,8,5,20,1.94,23,21,4.79,2.14,False,False,True,True,False,True,True,24,1.72,3367,1788,1579,53.1,0.08,1.4,-1.41,13.51,-21.32,-964.83,-0.29,-0.97,-9.74,52.33,-0.36,7.29,33.99
1456,2026-07-07T23:46:30.387783+00:00,20260707_234630,0.08,100.0,2.38,19,18,3.03,1.6,1,26,7,14,69,9,30,18,5,10,1.36,45,18,3.8,0.64,False,True,True,True,True,False,False,19,2.82,4303,2915,1388,67.74,0.07,1.13,-2.16,12.32,-11.56,-991.5,-0.23,-1.0,-10.01,65.81,-0.18,9.43,43.44
1457,2026-07-07T23:46:30.387795+00:00,20260707_234630,0.08,100.0,1.28,18,18,3.84,2.06,0,27,14,14,28,11,29,14,0,12,2.4,21,10,2.74,2.41,True,False,True,False,True,False,False,21,2.5,2407,1175,1232,48.82,0.17,2.04,-1.61,10.6,-11.31,-348.94,-0.14,-0.35,-3.52,48.68,-0.16,9.5,24.3
1458,2026-07-07T23:46:30.387805+00:00,20260707_234630,0.08,100.0,1.48,20,15,1.94,2.82,0,38,17,13,39,8,32,17,3,11,2.66,21,14,4.38,1.65,True,False,False,False,False,True,False,20,1.15,179,78,101,43.58,-0.52,1.99,-2.45,7.32,-20.5,-727.28,-4.06,-0.73,-7.34,74.52,-6.15,8.92,1.81
1459,2026-07-07T23:46:30.387818+00:00,20260707_234630,0.08,100.0,2.82,13,16,1.53,2.66,0,30,14,11,45,12,24,12,1,9,1.09,21,14,3.72,1.25,True,True,True,True,False,True,True,15,2.26,5013,2822,2191,56.29,0.1,1.37,-1.54,17.38,-21.16,-985.68,-0.2,-0.99,-9.95,67.22,-2.1,9.09,50.6
1460,2026-07-07T23:46:30.387828+00:00,20260707_234630,0.08,100.0,1.53,15,30,0.94,2.08,3,37,8,14,43,10,22,8,4,20,1.91,45,20,4.78,1.5,True,False,True,False,True,False,False,27,2.47,1417,761,656,53.71,0.15,1.55,-1.48,12.32,-10.74,-373.19,-0.26,-0.38,-3.77,37.89,2.14,6.21,14.3
1461,2026-07-07T23:46:30.387838+00:00,20260707_234630,0.08,100.0,1.75,18,24,4.1,2.06,3,28,16,16,69,12,38,6,2,16,1.74,27,18,3.06,3.62,True,False,False,False,True,True,False,12,2.82,1700,859,841,50.53,0.06,1.39,-1.29,11.33,-10.6,-858.61,-0.51,-0.87,-8.67,43.19,0.6,5.61,17.16
1462,2026-07-07T23:46:30.387850+00:00,20260707_234630,0.08,100.0,2.63,13,21,3.68,2.66,2,30,12,11,24,11,31,14,5,18,1.46,31,9,2.22,2.57,True,True,True,False,False,False,True,24,2.11,3257,1694,1563,52.01,0.07,1.63,-1.63,13.48,-13.6,-978.99,-0.3,-0.99,-9.88,65.63,-2.53,11.77,32.88
1463,2026-07-07T23:46:30.387861+00:00,20260707_234630,0.08,100.0,2.19,19,27,3.04,2.14,3,45,12,20,53,9,35,9,4,20,2.55,21,12,1.01,0.85,True,True,False,False,True,True,True,25,1.35,4649,2678,1971,57.6,0.06,1.1,-1.35,14.08,-21.24,-995.05,-0.21,-1.0,-10.04,54.68,-0.03,6.48,46.93
1464,2026-07-07T23:46:30.387871+00:00,20260707_234630,0.08,100.0,1.83,17,15,1.69,2.0,3,36,8,13,70,11,38,12,0,14,2.91,30,20,4.56,2.7,True,True,False,False,True,False,True,28,1.7,4835,2491,2344,51.52,0.1,1.57,-1.47,17.38,-13.17,-985.49,-0.2,-0.99,-9.95,65.99,-2.63,9.81,48.81
1465,2026-07-07T23:46:30.387882+00:00,20260707_234630,0.08,100.0,2.5,17,16,3.27,1.92,1,35,16,14,55,12,35,22,3,6,2.0,21,17,1.34,4.4,False,False,True,True,False,False,True,17,2.82,350,152,198,43.43,0.05,2.54,-1.87,9.0,-9.36,-409.25,-1.17,-0.41,-4.13,32.14,1.18,14.11,3.53
1466,2026-07-07T23:46:30.387893+00:00,20260707_234630,0.08,100.0,2.87,10,27,2.59,1.87,1,25,17,10,72,9,28,18,1,14,2.64,32,8,1.41,3.18,True,False,False,True,True,False,False,21,1.16,910,507,403,55.71,0.34,2.59,-2.5,9.21,-15.87,2095.37,2.3,2.12,21.15,42.21,3.56,14.49,9.19
1467,2026-07-07T23:46:30.387907+00:00,20260707_234630,0.08,100.0,2.4,17,19,0.42,2.55,0,25,17,16,68,7,35,15,2,17,1.62,22,17,3.42,3.93,False,True,True,False,True,True,True,24,1.41,3682,1925,1757,52.28,0.09,1.94,-1.94,13.51,-13.94,-976.97,-0.27,-0.99,-9.86,83.61,-5.18,13.32,37.17
1468,2026-07-07T23:46:30.387917+00:00,20260707_234630,0.08,100.0,1.84,20,10,3.74,1.77,1,36,16,11,61,7,24,14,1,18,1.49,40,9,3.53,4.34,True,True,False,True,True,False,False,12,1.76,4479,2288,2191,51.08,0.07,1.85,-1.78,12.25,-19.92,-995.11,-0.22,-1.0,-10.04,71.03,-3.46,11.6,45.21
1469,2026-07-07T23:46:30.387926+00:00,20260707_234630,0.08,100.0,2.65,20,25,4.86,2.51,3,28,17,17,28,8,26,7,1,5,2.42,40,17,2.06,4.05,True,True,False,True,False,False,True,24,1.38,5793,3008,2785,51.92,0.09,1.15,-1.07,17.38,-14.53,-994.45,-0.17,-1.0,-10.04,59.84,-1.64,6.71,58.48
1470,2026-07-07T23:46:30.387939+00:00,20260707_234630,0.08,100.0,2.79,14,20,1.21,2.29,0,44,12,17,50,10,25,24,5,6,1.91,35,10,1.28,3.19,False,True,True,True,False,False,True,28,2.66,2672,1203,1469,45.02,0.09,2.27,-1.71,12.48,-9.86,-936.8,-0.35,-0.95,-9.46,63.1,-3.2,14.77,26.97
1471,2026-07-07T23:46:30.387949+00:00,20260707_234630,0.08,100.0,1.89,17,12,2.82,2.97,0,31,14,11,64,10,31,15,4,12,0.9,20,12,1.55,3.44,False,True,False,False,False,False,False,30,1.1,3692,1808,1884,48.97,0.06,1.75,-1.56,13.83,-17.53,-989.13,-0.27,-1.0,-9.98,65.82,-3.01,11.87,37.27
1472,2026-07-07T23:46:30.387958+00:00,20260707_234630,0.08,100.0,2.27,18,10,4.22,1.64,1,21,16,9,20,10,34,19,0,18,1.91,26,17,3.13,0.62,True,True,False,True,False,True,True,13,2.12,3997,2768,1229,69.25,0.05,1.21,-2.56,17.38,-21.16,-995.02,-0.25,-1.0,-10.04,73.25,-1.07,7.95,40.35
1473,2026-07-07T23:46:30.387971+00:00,20260707_234630,0.08,100.0,2.8,17,26,4.0,2.08,0,36,13,9,56,7,37,10,4,12,1.11,27,9,2.05,1.7,True,False,False,False,True,True,False,20,2.62,3331,1789,1542,53.71,0.04,1.54,-1.7,12.86,-21.72,-992.31,-0.3,-1.0,-10.02,80.24,-4.47,8.16,33.62
1474,2026-07-07T23:46:30.387980+00:00,20260707_234630,0.08,100.0,2.3,12,27,1.42,2.48,2,42,5,20,26,7,37,10,2,12,2.46,25,20,1.29,4.4,True,False,True,False,True,True,True,24,2.02,1764,908,856,51.47,0.07,1.84,-1.81,17.38,-11.61,-890.78,-0.5,-0.9,-8.99,72.49,-3.66,9.08,17.81
1475,2026-07-07T23:46:30.387993+00:00,20260707_234630,0.08,100.0,1.36,19,13,0.14,2.5,3,25,5,11,36,8,34,10,0,8,0.95,29,20,2.56,0.84,False,True,True,True,False,True,True,23,2.51,614,346,268,56.35,-0.11,1.07,-1.62,7.32,-9.31,-825.15,-1.34,-0.83,-8.33,61.3,-1.48,7.09,6.2
1476,2026-07-07T23:46:30.388006+00:00,20260707_234630,0.08,100.0,1.76,10,23,0.57,1.9,2,46,8,14,43,9,23,24,3,9,2.08,44,10,1.35,0.9,True,True,True,True,True,True,False,14,2.92,3599,2232,1367,62.02,0.07,1.45,-2.19,12.32,-20.5,-985.53,-0.27,-0.99,-9.95,64.42,-0.84,9.63,36.33
1477,2026-07-07T23:46:30.388016+00:00,20260707_234630,0.08,100.0,1.28,16,15,3.24,1.94,0,28,10,11,62,10,29,19,3,7,1.68,38,14,1.73,2.21,True,False,True,False,True,False,False,12,2.34,2410,1152,1258,47.8,0.14,2.22,-1.77,12.5,-13.34,-738.28,-0.31,-0.75,-7.45,71.3,-3.92,10.93,24.33
1478,2026-07-07T23:46:30.388031+00:00,20260707_234630,0.08,100.0,1.46,18,21,1.6,2.35,2,28,8,16,49,8,22,21,0,8,2.19,33,13,4.74,4.61,True,False,False,True,False,False,False,23,2.02,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,2026-07-07T23:46:30.388041+00:00,20260707_234630,0.08,100.0,2.85,19,10,0.43,2.7,1,45,9,12,74,7,28,11,5,13,1.93,41,11,2.57,3.73,False,True,False,True,False,True,True,21,1.06,3370,1788,1582,53.06,0.07,1.56,-1.61,12.65,-11.28,-978.81,-0.29,-0.99,-9.88,69.94,-3.01,9.87,34.02
1480,2026-07-07T23:46:30.388051+00:00,20260707_234630,0.08,100.0,1.45,14,27,4.24,1.89,2,32,6,8,28,9,38,6,5,17,0.93,38,20,3.12,1.98,True,True,False,True,True,False,True,25,1.75,3426,1780,1646,51.96,0.02,1.29,-1.35,9.88,-18.47,-995.0,-0.29,-1.0,-10.04,65.98,-2.59,5.14,34.58
1481,2026-07-07T23:46:30.388064+00:00,20260707_234630,0.08,100.0,2.94,19,15,1.51,2.65,3,31,17,12,51,12,25,8,1,19,2.05,40,16,4.83,2.23,False,True,False,False,False,True,False,19,2.95,3879,2127,1752,54.83,0.05,1.09,-1.22,12.65,-21.5,-992.98,-0.26,-1.0,-10.02,52.35,-0.11,7.62,39.16
1482,2026-07-07T23:46:30.388087+00:00,20260707_234630,0.08,100.0,2.9,20,21,1.34,2.81,0,39,19,19,73,10,27,18,5,20,0.93,24,19,1.62,2.68,False,False,False,True,True,False,True,22,1.45,3259,1582,1677,48.54,0.09,2.11,-1.82,12.31,-18.47,-963.51,-0.3,-0.97,-9.73,74.15,-4.32,12.09,32.9
1483,2026-07-07T23:46:30.388107+00:00,20260707_234630,0.08,100.0,1.15,19,27,3.88,1.53,1,31,6,16,31,7,29,15,4,14,2.36,20,10,0.88,4.1,False,False,True,False,False,False,False,29,1.21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,2026-07-07T23:46:30.388119+00:00,20260707_234630,0.08,100.0,1.96,11,24,1.37,2.24,0,41,16,11,78,12,21,9,4,5,2.04,38,12,4.64,2.95,True,True,False,False,True,True,False,25,2.83,3849,1985,1864,51.57,0.04,1.45,-1.45,13.48,-11.84,-995.08,-0.26,-1.0,-10.04,67.03,-2.8,7.81,38.85
