global_id,timestamp,run_tag,fee_rate,invest_percent,atr_mult_sl,atr_period,bb_period,bb_position_pct,bb_std_mult,confirmation_candles,ma_long,ma_short,macd_fast,macd_hist_min,macd_signal_period,macd_slow,max_position_candles,min_candles_between,momentum_period,momentum_threshold,rsi_oversold,rsi_period,sl_percent,tp_percent,use_atr_sl,use_bb,use_ma_cross,use_macd,use_momentum,use_rsi,use_volume,vol_ma_period,vol_multiplier,total_ops,ganadoras,perdedoras,winrate,ganancia_media_por_op,ganancia_media_ganadoras,perdida_media_perdedoras,mejor_operacion,peor_operacion,pnl_neto,pnl_por_operacion,roi_mensual,pnl_mensual,max_drawdown,score,tiempo_medio_h,ops_por_mes
348,2026-07-07T23:27:31.398433+00:00,20260707_232731,0.08,100.0,2.2,14,11,5.0,2.24,2,38,14,9,80,7,39,11,3,12,1.29,45,13,4.66,2.13,False,False,True,False,False,True,True,25,2.54,2434,1393,1041,57.23,0.07,1.54,-1.91,17.38,-21.32,-113.51,-0.05,-0.95,-1.15,59.87,-0.79,9.55,24.57
349,2026-07-07T23:27:31.398444+00:00,20260707_232731,0.08,100.0,2.83,13,12,0.28,2.36,1,34,7,9,43,8,37,8,0,16,2.75,20,20,1.8,4.65,False,True,False,False,False,True,True,22,2.85,1900,1034,866,54.42,0.06,1.09,-1.16,11.37,-11.26,-79.17,-0.04,-0.67,-0.8,21.84,4.61,7.43,19.18
350,2026-07-07T23:27:31.398456+00:00,20260707_232731,0.08,100.0,1.06,13,16,1.91,1.84,3,41,12,9,48,9,28,17,1,10,2.72,44,9,3.55,2.69,False,False,False,True,True,False,True,29,1.75,1192,653,539,54.78,0.16,2.28,-2.42,17.38,-10.06,-30.16,-0.03,-0.25,-0.3,38.99,2.26,13.2,12.03
351,2026-07-07T23:27:31.398467+00:00,20260707_232731,0.08,100.0,2.67,16,29,3.64,2.01,1,32,12,19,22,7,31,8,5,5,1.83,22,19,2.34,3.64,True,False,True,True,False,False,False,29,1.81,10,5,5,50.0,0.66,1.99,-0.67,4.86,-1.71,3.09,0.31,0.03,0.03,1.61,7.36,7.6,0.1
352,2026-07-07T23:27:31.398478+00:00,20260707_232731,0.08,100.0,1.2,15,28,2.14,2.64,3,30,17,12,40,11,34,6,5,15,1.43,40,7,1.12,2.87,True,False,True,False,False,False,False,25,2.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,2026-07-07T23:27:31.398491+00:00,20260707_232731,0.08,100.0,1.15,16,15,4.49,2.68,1,36,13,13,30,9,28,11,0,7,0.89,21,15,1.66,2.96,False,True,True,True,False,True,True,10,1.16,1938,961,977,49.59,0.02,1.83,-1.77,14.08,-18.47,-114.9,-0.06,-0.97,-1.16,69.44,-3.38,8.49,19.56
354,2026-07-07T23:29:00.259351+00:00,20260707_232900,0.08,100.0,1.53,19,27,1.23,1.94,0,48,10,20,59,12,30,12,3,13,2.86,40,18,2.76,2.01,True,False,False,False,True,False,True,20,1.25,3882,1985,1897,51.13,0.08,1.75,-1.68,12.31,-20.88,-113.25,-0.03,-0.95,-1.14,62.81,-2.14,8.4,39.19
355,2026-07-07T23:29:00.259405+00:00,20260707_232900,0.08,100.0,1.31,10,14,1.64,1.65,0,26,13,11,62,9,32,9,3,10,0.81,20,21,1.12,1.6,False,False,True,True,False,True,True,20,1.46,3170,1570,1600,49.53,0.06,1.55,-1.41,12.5,-16.43,-113.59,-0.04,-0.96,-1.15,61.46,-2.19,5.95,32.0
356,2026-07-07T23:29:00.259443+00:00,20260707_232900,0.08,100.0,1.66,14,16,1.21,2.4,1,46,7,12,74,11,27,22,2,7,2.51,38,17,1.19,0.91,True,True,False,True,True,True,False,25,1.3,3884,2337,1547,60.17,0.07,1.39,-1.92,14.08,-19.81,-104.27,-0.03,-0.88,-1.05,26.93,4.62,9.66,39.21
357,2026-07-07T23:29:00.259459+00:00,20260707_232900,0.08,100.0,2.01,12,24,4.06,1.61,2,44,12,19,66,11,34,21,5,11,2.34,21,14,1.05,4.21,False,True,True,True,False,True,True,12,1.04,2540,994,1546,39.13,-0.0,2.61,-1.69,17.38,-18.47,-111.13,-0.04,-0.93,-1.12,63.1,-3.98,11.97,25.64
358,2026-07-07T23:29:00.259473+00:00,20260707_232900,0.08,100.0,1.66,19,14,4.52,2.93,3,30,9,14,26,11,36,10,1,16,1.54,26,21,0.79,2.4,False,True,False,True,True,True,False,13,1.46,1894,832,1062,43.93,-0.0,1.74,-1.37,10.89,-8.95,-114.4,-0.06,-0.96,-1.15,69.16,-4.19,6.31,19.12
359,2026-07-07T23:29:00.259485+00:00,20260707_232900,0.08,100.0,2.35,13,24,2.25,1.74,2,25,19,8,45,7,26,16,2,19,0.61,33,17,3.77,2.71,False,True,False,True,True,False,False,11,2.11,3716,1942,1774,52.26,0.08,1.97,-2.0,11.99,-18.47,-113.1,-0.03,-0.95,-1.14,68.04,-2.76,13.43,37.51
360,2026-07-07T23:29:00.259499+00:00,20260707_232900,0.08,100.0,2.9,13,17,1.85,1.65,1,27,16,8,76,12,34,12,4,6,2.04,34,13,4.85,4.86,True,True,True,False,False,False,True,11,1.38,2173,1132,1041,52.09,0.04,1.87,-1.94,14.08,-20.37,-114.78,-0.05,-0.97,-1.16,68.87,-2.92,11.04,21.93
361,2026-07-07T23:29:00.259511+00:00,20260707_232900,0.08,100.0,2.2,17,10,3.05,1.63,3,28,13,10,55,12,35,10,4,9,0.96,27,11,3.81,1.72,True,False,True,False,False,True,True,24,2.25,527,283,244,53.7,-0.12,1.53,-2.03,14.08,-21.5,-79.46,-0.15,-0.67,-0.8,58.63,-1.05,7.9,5.32
362,2026-07-07T23:29:00.259523+00:00,20260707_232900,0.08,100.0,1.77,17,15,1.95,2.62,2,26,7,17,23,12,36,14,4,17,1.73,42,21,3.59,3.11,False,True,False,False,False,True,True,18,1.69,3288,1741,1547,52.95,0.13,1.78,-1.74,11.99,-13.02,-96.49,-0.03,-0.81,-0.97,50.15,0.09,12.47,33.19
363,2026-07-07T23:29:00.259534+00:00,20260707_232900,0.08,100.0,1.24,12,29,2.25,2.75,2,28,6,10,40,12,34,15,1,6,2.14,29,18,2.11,1.02,False,True,False,False,False,False,False,29,1.19,2940,1680,1260,57.14,0.01,1.2,-1.59,11.3,-9.46,-109.22,-0.04,-0.92,-1.1,41.25,2.0,10.32,29.68
364,2026-07-07T23:29:00.259546+00:00,20260707_232900,0.08,100.0,2.86,18,20,0.11,1.92,3,42,5,12,26,11,36,11,5,10,0.94,45,21,2.67,4.3,True,True,True,True,True,False,False,17,1.89,2378,1252,1126,52.65,0.09,1.71,-1.7,14.08,-20.37,-87.79,-0.04,-0.74,-0.89,63.46,-1.93,10.12,24.0
365,2026-07-07T23:29:00.259560+00:00,20260707_232900,0.08,100.0,1.7,18,10,2.03,2.06,3,36,20,10,79,10,22,16,5,18,2.51,21,7,2.74,3.29,False,False,False,False,False,True,True,30,2.75,352,170,182,48.3,-0.31,1.98,-2.46,9.19,-18.21,-79.33,-0.23,-0.67,-0.8,58.36,-1.85,12.61,3.55
366,2026-07-07T23:29:00.259574+00:00,20260707_232900,0.08,100.0,1.28,20,22,0.33,2.15,0,38,16,18,26,12,40,19,1,9,1.1,35,9,1.67,0.7,True,True,False,True,True,True,True,15,2.44,3763,2398,1365,63.73,0.04,1.36,-2.27,17.38,-21.16,-110.41,-0.03,-0.93,-1.11,49.82,1.71,6.07,37.98
367,2026-07-07T23:29:00.259585+00:00,20260707_232900,0.08,100.0,2.39,15,30,2.01,2.15,0,50,20,17,32,10,26,6,4,13,2.36,22,17,4.11,2.72,False,True,False,False,False,False,False,18,1.67,3097,1662,1435,53.66,0.03,1.09,-1.19,13.83,-13.94,-112.03,-0.04,-0.94,-1.13,37.72,2.0,5.78,31.26
368,2026-07-07T23:29:00.259596+00:00,20260707_232900,0.08,100.0,1.29,13,30,0.06,2.36,1,28,20,15,42,8,21,15,3,11,1.95,20,16,4.27,4.19,True,True,True,True,False,False,True,27,2.81,906,430,476,47.46,-0.07,1.86,-1.81,9.8,-18.63,-90.93,-0.1,-0.76,-0.92,54.87,-1.45,10.93,9.15
369,2026-07-07T23:29:00.259608+00:00,20260707_232900,0.08,100.0,1.48,16,26,2.02,2.45,3,36,8,16,79,8,33,12,5,7,2.11,21,21,2.5,1.67,False,False,False,False,True,False,True,30,1.04,2371,1275,1096,53.77,0.07,1.63,-1.75,12.5,-11.71,-104.97,-0.04,-0.88,-1.06,39.45,1.78,8.97,23.93
370,2026-07-07T23:29:00.259619+00:00,20260707_232900,0.08,100.0,1.3,16,13,4.89,1.6,0,44,19,9,27,10,30,21,4,16,2.58,28,15,2.98,3.3,True,False,False,True,False,True,True,28,1.02,2025,929,1096,45.88,0.04,2.62,-2.16,13.83,-21.72,-114.67,-0.06,-0.96,-1.16,78.04,-5.23,12.36,20.44
371,2026-07-07T23:29:00.259631+00:00,20260707_232900,0.08,100.0,1.31,20,15,0.09,2.56,0,36,7,10,80,10,33,10,5,14,2.68,43,7,1.91,1.37,False,True,False,False,True,True,False,10,2.71,3960,2235,1725,56.44,0.1,1.43,-1.64,12.5,-16.43,-114.8,-0.03,-0.97,-1.16,59.97,-0.93,7.13,39.97
372,2026-07-07T23:29:00.259642+00:00,20260707_232900,0.08,100.0,2.06,14,25,2.67,2.16,3,26,17,11,51,7,32,16,1,17,1.42,40,12,4.71,2.49,True,True,True,True,False,False,True,28,2.4,1825,933,892,51.12,-0.01,1.91,-2.02,14.08,-20.2,-113.99,-0.06,-0.96,-1.15,66.09,-2.65,12.16,18.42
373,2026-07-07T23:29:00.259653+00:00,20260707_232900,0.08,100.0,1.87,14,15,1.3,2.58,1,48,8,11,70,7,28,11,0,10,1.95,24,17,1.94,3.75,False,True,True,True,True,True,False,19,1.44,2809,1417,1392,50.44,0.05,1.78,-1.72,17.38,-17.28,-113.6,-0.04,-0.96,-1.15,52.72,-0.74,9.16,28.35
374,2026-07-07T23:29:00.259667+00:00,20260707_232900,0.08,100.0,2.5,20,16,2.39,2.75,0,42,20,19,53,11,29,21,1,14,0.78,45,18,4.15,4.83,True,True,True,True,False,True,True,25,1.63,3025,1510,1515,49.92,0.07,2.39,-2.25,17.38,-20.37,-113.12,-0.04,-0.95,-1.14,71.51,-3.63,17.13,30.53
375,2026-07-07T23:29:00.259683+00:00,20260707_232900,0.08,100.0,1.73,20,27,3.33,1.51,2,38,10,8,25,11,21,24,1,10,1.62,39,18,2.7,4.86,False,False,True,True,False,False,False,21,2.36,9,4,5,44.44,0.04,2.14,-1.64,4.27,-3.69,-0.91,-0.1,-0.01,-0.01,3.36,6.13,23.56,0.09
376,2026-07-07T23:29:00.259697+00:00,20260707_232900,0.08,100.0,2.21,11,27,3.7,1.7,1,37,8,19,74,10,31,15,2,5,2.5,40,21,3.78,4.0,True,False,False,True,False,True,False,12,2.03,1039,547,492,52.65,-0.07,1.92,-2.28,11.99,-21.24,-98.51,-0.09,-0.83,-0.99,67.04,-2.52,12.61,10.49
377,2026-07-07T23:29:00.259708+00:00,20260707_232900,0.08,100.0,1.51,13,25,2.19,1.73,2,48,8,13,37,8,38,21,0,8,2.55,29,18,2.88,4.15,True,True,False,False,True,True,False,10,1.3,1257,586,671,46.62,-0.05,2.74,-2.48,14.08,-20.37,-115.39,-0.09,-0.97,-1.16,86.17,-6.35,14.36,12.69
378,2026-07-07T23:29:00.259720+00:00,20260707_232900,0.08,100.0,1.96,16,17,4.79,1.84,0,24,17,8,47,10,36,24,5,16,2.88,33,14,1.55,4.14,False,True,False,False,True,False,False,30,2.75,2356,1019,1337,43.25,0.07,2.85,-2.06,12.33,-18.63,-115.02,-0.05,-0.97,-1.16,75.6,-5.26,14.55,23.78
379,2026-07-07T23:29:00.259731+00:00,20260707_232900,0.08,100.0,2.1,18,21,3.1,2.85,0,41,14,20,75,8,26,21,4,20,0.6,39,17,3.1,3.27,True,False,False,False,True,True,False,19,2.34,2952,1513,1439,51.25,0.14,2.31,-2.15,11.99,-21.72,-100.54,-0.03,-0.85,-1.01,70.48,-3.23,15.5,29.8
380,2026-07-07T23:29:00.259757+00:00,20260707_232900,0.08,100.0,1.53,12,15,2.08,1.67,2,48,6,15,25,12,38,15,3,11,0.81,40,21,1.76,4.59,True,True,False,False,False,True,True,17,1.6,1186,562,624,47.39,-0.08,2.16,-2.1,14.08,-21.72,-115.99,-0.1,-0.98,-1.17,83.4,-5.82,11.68,11.97
381,2026-07-07T23:29:00.259771+00:00,20260707_232900,0.08,100.0,2.43,12,16,2.45,1.89,0,31,13,8,79,9,34,21,3,8,1.58,21,11,3.29,1.91,True,True,True,False,False,True,True,22,1.32,3693,2023,1670,54.78,0.09,1.92,-2.12,12.88,-20.88,-108.97,-0.03,-0.92,-1.1,51.41,0.13,14.29,37.28
382,2026-07-07T23:29:00.259783+00:00,20260707_232900,0.08,100.0,1.72,19,30,4.57,2.18,3,41,8,15,26,11,27,20,2,17,1.35,32,12,3.1,3.66,True,False,False,False,True,False,True,29,1.48,1840,864,976,46.96,0.08,2.48,-2.05,17.38,-18.47,-102.68,-0.06,-0.86,-1.04,68.17,-3.54,14.18,18.57
383,2026-07-07T23:29:00.259796+00:00,20260707_232900,0.08,100.0,1.08,13,14,0.83,2.5,0,43,16,14,57,7,33,18,3,19,1.13,43,21,4.54,3.72,True,True,False,False,False,False,True,28,2.43,3216,1376,1840,42.79,0.09,2.02,-1.36,13.83,-20.2,-91.61,-0.03,-0.77,-0.92,56.74,-2.41,11.42,32.46
384,2026-07-07T23:29:00.259808+00:00,20260707_232900,0.08,100.0,2.01,18,20,3.0,2.8,2,35,14,10,26,8,27,24,1,7,1.09,40,12,3.27,3.27,False,False,False,False,False,True,True,25,2.97,1441,762,679,52.88,-0.05,2.39,-2.79,12.86,-18.21,-109.27,-0.08,-0.92,-1.1,76.69,-3.96,17.7,14.55
385,2026-07-07T23:29:00.259821+00:00,20260707_232900,0.08,100.0,1.75,11,26,2.97,1.94,1,49,18,17,75,10,28,17,2,17,2.33,37,15,1.74,4.0,True,True,True,False,True,True,True,16,2.75,2380,1187,1193,49.87,0.07,2.33,-2.18,12.38,-21.24,-115.15,-0.05,-0.97,-1.16,74.41,-4.08,13.08,24.02
386,2026-07-07T23:29:00.259832+00:00,20260707_232900,0.08,100.0,2.65,19,11,0.0,1.75,0,44,8,15,79,8,25,24,1,9,0.59,36,21,4.67,0.97,True,False,False,True,True,False,False,20,1.89,3902,2456,1446,62.94,0.08,1.56,-2.43,12.5,-21.24,-108.82,-0.03,-0.92,-1.1,47.12,2.0,11.65,39.39
387,2026-07-07T23:29:00.259844+00:00,20260707_232900,0.08,100.0,2.55,15,17,1.95,2.99,1,49,13,19,39,9,36,24,5,9,2.97,30,11,2.65,0.53,True,True,True,False,False,True,False,24,1.14,1644,1163,481,70.74,-0.01,1.03,-2.54,12.88,-21.5,-115.09,-0.07,-0.97,-1.16,75.4,-1.11,8.54,16.59
388,2026-07-07T23:29:00.259855+00:00,20260707_232900,0.08,100.0,2.96,10,10,3.44,2.44,2,43,16,19,21,11,39,7,5,13,2.73,31,20,1.47,4.04,False,True,True,True,False,True,False,17,1.52,3107,1598,1509,51.43,0.02,1.33,-1.36,12.88,-7.93,-111.51,-0.04,-0.94,-1.13,51.72,-0.43,6.14,31.36
389,2026-07-07T23:29:00.259866+00:00,20260707_232900,0.08,100.0,1.53,16,15,3.15,1.85,1,36,10,20,27,11,27,6,4,6,1.23,37,15,2.98,0.91,True,False,True,False,False,True,False,29,2.05,1190,718,472,60.34,0.06,1.07,-1.47,7.44,-18.63,-71.67,-0.06,-0.6,-0.72,37.71,3.14,4.45,12.01
390,2026-07-07T23:29:00.259878+00:00,20260707_232900,0.08,100.0,1.38,15,22,2.04,1.94,0,35,18,8,69,9,26,9,1,19,1.66,20,12,0.67,4.3,False,False,False,False,False,True,False,14,1.23,267,99,168,37.08,-0.19,1.86,-1.39,9.19,-9.31,-57.87,-0.22,-0.49,-0.58,48.38,-1.96,5.47,2.7
391,2026-07-07T23:29:00.259892+00:00,20260707_232900,0.08,100.0,2.11,13,13,1.83,2.27,0,31,9,11,78,7,27,10,2,15,1.94,35,11,2.23,4.96,False,False,False,False,False,True,False,15,2.99,1050,530,520,50.48,-0.11,2.03,-2.28,13.48,-19.74,-114.92,-0.11,-0.97,-1.16,83.48,-5.37,8.22,10.6
392,2026-07-07T23:29:00.259903+00:00,20260707_232900,0.08,100.0,2.03,18,10,3.96,2.5,1,23,7,11,44,12,25,16,1,17,2.72,34,12,3.97,2.72,True,True,True,False,False,False,True,22,2.84,2753,1414,1339,51.36,0.05,2.06,-2.07,12.25,-20.2,-113.89,-0.04,-0.96,-1.15,68.81,-3.01,12.21,27.79
393,2026-07-07T23:29:00.259915+00:00,20260707_232900,0.08,100.0,1.96,19,10,2.8,2.12,0,22,20,11,50,8,39,21,5,13,0.85,38,7,2.22,4.14,False,False,True,False,False,True,False,29,1.42,1499,731,768,48.77,-0.02,2.51,-2.43,11.56,-18.47,-114.65,-0.08,-0.96,-1.16,80.05,-5.1,14.97,15.13
394,2026-07-07T23:29:00.259926+00:00,20260707_232900,0.08,100.0,1.53,14,28,3.48,2.16,1,50,13,10,62,8,36,9,4,12,1.67,22,21,0.5,2.65,False,False,False,True,True,True,False,22,2.07,1688,607,1081,35.96,0.01,1.88,-1.05,10.18,-7.43,-96.04,-0.06,-0.81,-0.97,40.73,-1.06,4.91,17.04
395,2026-07-07T23:29:00.259940+00:00,20260707_232900,0.08,100.0,1.81,14,24,3.63,1.99,2,25,15,13,67,10,25,8,4,20,1.94,38,11,4.49,2.39,True,False,False,False,False,False,True,30,2.72,377,186,191,49.34,-0.02,1.65,-1.64,9.0,-9.36,-42.76,-0.11,-0.36,-0.43,30.55,2.64,6.69,3.81
396,2026-07-07T23:29:00.259952+00:00,20260707_232900,0.08,100.0,2.97,13,25,0.04,2.23,2,39,7,9,78,9,27,22,3,10,1.78,30,21,4.49,4.84,True,False,False,False,False,True,False,16,1.73,207,103,104,49.76,-0.48,2.48,-3.41,9.19,-20.88,-90.47,-0.44,-0.76,-0.91,72.5,-3.85,18.39,2.09
397,2026-07-07T23:29:00.259963+00:00,20260707_232900,0.08,100.0,2.02,12,20,3.28,2.78,0,33,7,14,66,8,33,19,3,18,2.17,33,12,4.63,4.3,True,True,False,True,True,False,False,23,2.56,3626,1823,1803,50.28,0.12,2.14,-1.92,11.33,-20.2,-97.96,-0.03,-0.82,-0.99,61.95,-2.09,15.19,36.6
398,2026-07-07T23:29:00.259975+00:00,20260707_232900,0.08,100.0,2.31,11,10,0.27,1.62,0,34,19,11,49,7,26,16,0,14,1.7,29,19,0.69,1.04,False,True,True,False,False,True,True,21,1.74,4078,1981,2097,48.58,0.07,1.6,-1.37,13.83,-18.63,-112.87,-0.03,-0.95,-1.14,42.61,0.51,5.35,41.16
399,2026-07-07T23:29:00.259986+00:00,20260707_232900,0.08,100.0,2.75,10,16,1.38,2.62,2,48,8,10,66,11,33,14,3,6,2.08,32,16,3.4,3.86,False,True,False,False,True,False,True,27,1.36,3400,1805,1595,53.09,0.12,1.81,-1.8,17.38,-12.39,-102.35,-0.03,-0.86,-1.03,50.29,0.07,12.6,34.32
400,2026-07-07T23:29:00.260000+00:00,20260707_232900,0.08,100.0,2.37,18,29,3.4,2.77,3,29,18,14,74,7,33,17,4,18,2.09,38,17,3.08,1.31,True,True,False,True,False,True,True,13,1.66,1474,829,645,56.24,-0.06,1.6,-2.2,8.38,-21.16,-114.06,-0.08,-0.96,-1.15,76.46,-3.44,10.92,14.88
401,2026-07-07T23:29:00.260013+00:00,20260707_232900,0.08,100.0,1.91,16,27,0.57,2.31,1,29,6,16,29,7,27,14,0,6,1.7,38,10,2.63,0.81,False,True,True,False,True,True,True,23,2.38,4152,2612,1540,62.91,0.07,1.31,-2.05,17.38,-18.21,-111.33,-0.03,-0.94,-1.12,44.31,2.4,7.74,41.91
402,2026-07-07T23:29:00.260025+00:00,20260707_232900,0.08,100.0,2.88,13,18,1.86,2.78,3,29,20,16,32,11,32,18,5,18,1.53,26,15,2.33,2.63,False,False,True,True,True,True,True,21,2.35,1526,768,758,50.33,0.12,2.24,-2.02,10.34,-9.35,-53.79,-0.04,-0.45,-0.54,38.83,1.53,12.94,15.4
403,2026-07-07T23:29:00.260037+00:00,20260707_232900,0.08,100.0,2.73,13,28,0.18,1.65,2,42,8,10,80,12,29,13,3,6,1.51,32,13,2.2,3.59,False,False,False,False,False,True,True,16,1.71,1790,905,885,50.56,-0.03,1.71,-1.8,17.38,-10.35,-105.96,-0.06,-0.89,-1.07,66.11,-2.71,10.85,18.07
404,2026-07-07T23:29:00.260048+00:00,20260707_232900,0.08,100.0,1.11,12,28,0.48,1.93,1,30,8,11,38,8,40,22,2,14,0.93,35,17,0.95,3.49,True,False,False,False,False,True,True,20,2.09,1313,578,735,44.02,0.05,2.47,-1.85,10.36,-21.24,-85.37,-0.07,-0.72,-0.86,57.59,-2.34,13.2,13.25
405,2026-07-07T23:29:00.260062+00:00,20260707_232900,0.08,100.0,1.56,18,18,0.01,2.02,3,42,19,11,32,12,37,10,1,11,2.17,43,20,3.4,0.95,True,True,True,True,True,False,False,14,1.11,1789,1058,731,59.14,0.1,1.41,-1.8,17.38,-18.47,-66.53,-0.04,-0.56,-0.67,24.05,5.03,6.17,18.06
406,2026-07-07T23:29:00.260073+00:00,20260707_232900,0.08,100.0,2.48,11,27,0.03,1.61,0,23,6,20,79,10,25,8,4,11,2.03,29,14,0.99,1.96,True,False,False,False,True,True,True,24,1.0,2403,1279,1124,53.23,0.04,1.62,-1.76,17.38,-13.6,-114.21,-0.05,-0.96,-1.15,72.96,-3.36,6.8,24.26
407,2026-07-07T23:29:00.260084+00:00,20260707_232900,0.08,100.0,1.69,16,23,1.41,2.83,0,42,8,14,31,8,21,19,4,16,1.26,36,14,2.05,4.94,False,True,True,True,False,False,False,21,1.4,1820,863,957,47.42,-0.02,2.07,-1.91,11.99,-9.46,-113.5,-0.06,-0.95,-1.15,70.81,-3.91,14.98,18.37
408,2026-07-07T23:29:00.260098+00:00,20260707_232900,0.08,100.0,1.55,16,29,0.35,2.22,2,30,18,20,55,8,32,17,0,12,2.99,39,8,4.52,3.25,True,False,False,True,True,False,True,23,1.03,2369,1156,1213,48.8,0.04,2.46,-2.26,17.38,-20.37,-113.89,-0.05,-0.96,-1.15,74.04,-4.19,11.8,23.91
409,2026-07-07T23:29:00.260109+00:00,20260707_232900,0.08,100.0,1.21,18,18,0.72,2.23,3,28,5,19,74,9,40,11,5,18,1.59,23,10,1.99,2.43,True,False,True,False,False,True,False,12,1.44,194,81,113,41.75,-0.48,1.59,-1.97,7.32,-9.14,-72.49,-0.37,-0.61,-0.73,57.25,-2.68,7.72,1.96
410,2026-07-07T23:29:00.260120+00:00,20260707_232900,0.08,100.0,2.22,18,29,1.36,2.58,2,48,19,13,27,12,23,18,4,12,1.78,23,20,4.57,2.92,False,False,True,True,True,False,False,17,1.19,1266,693,573,54.74,0.25,2.39,-2.35,10.18,-11.19,78.68,0.06,0.66,0.79,58.82,-0.33,14.69,12.78
411,2026-07-07T23:29:00.260132+00:00,20260707_232900,0.08,100.0,2.94,12,16,0.69,2.6,1,42,10,9,78,9,32,17,1,17,1.91,20,21,1.17,2.66,False,False,False,False,False,True,False,25,2.85,27,5,22,18.52,-1.64,1.58,-2.37,3.21,-11.26,-37.07,-1.37,-0.31,-0.37,29.96,-2.25,7.3,0.27
412,2026-07-07T23:29:00.260143+00:00,20260707_232900,0.08,100.0,1.89,18,20,0.71,1.57,1,25,12,20,56,8,22,19,5,20,1.26,26,18,0.86,3.13,True,True,True,True,True,False,False,22,2.45,3059,1540,1519,50.34,0.13,2.07,-1.83,13.83,-19.92,-60.91,-0.02,-0.51,-0.61,40.1,1.33,14.1,30.88
413,2026-07-07T23:29:00.260154+00:00,20260707_232900,0.08,100.0,1.96,20,15,0.63,2.93,3,29,5,8,68,11,24,12,2,12,2.18,33,13,1.38,4.56,False,True,True,False,True,False,True,20,1.75,2343,1162,1181,49.59,0.09,1.62,-1.41,12.5,-7.07,-98.34,-0.04,-0.83,-0.99,56.95,-1.45,9.78,23.65
414,2026-07-07T23:29:00.260167+00:00,20260707_232900,0.08,100.0,1.31,13,18,1.0,2.45,2,22,5,12,65,8,37,20,4,12,1.67,20,15,4.48,2.28,False,True,False,False,False,False,True,28,2.13,2004,1075,929,53.64,-0.03,1.67,-2.01,9.37,-12.62,-111.25,-0.06,-0.94,-1.12,60.26,-1.39,16.88,20.23
415,2026-07-07T23:29:00.260183+00:00,20260707_232900,0.08,100.0,2.32,12,24,4.8,2.01,3,41,15,9,39,12,39,11,4,7,2.31,22,14,3.5,2.79,True,False,True,False,True,False,True,24,2.2,854,470,384,55.04,0.15,1.96,-2.06,11.23,-20.37,-24.33,-0.03,-0.2,-0.25,41.22,1.98,9.52,8.62
416,2026-07-07T23:29:00.260195+00:00,20260707_232900,0.08,100.0,2.98,17,12,2.44,2.69,3,47,5,15,28,9,40,15,0,18,1.83,40,17,2.91,1.44,True,True,False,False,True,True,True,20,1.33,3421,1954,1467,57.12,0.07,1.67,-2.05,12.88,-21.5,-113.5,-0.03,-0.95,-1.15,69.64,-2.27,10.69,34.53
417,2026-07-07T23:29:00.260209+00:00,20260707_232900,0.08,100.0,1.34,20,29,0.39,2.66,0,25,13,15,20,7,35,19,4,7,2.11,31,8,3.17,3.95,True,False,False,False,True,True,True,25,1.5,2962,1333,1629,45.0,0.06,2.45,-1.89,11.99,-20.88,-113.58,-0.04,-0.96,-1.15,74.46,-4.81,12.34,29.9
418,2026-07-07T23:29:00.260220+00:00,20260707_232900,0.08,100.0,1.66,13,27,2.05,2.51,3,24,9,20,77,9,39,18,1,18,2.13,21,18,0.7,2.45,True,True,True,True,True,True,True,18,2.22,2650,1339,1311,50.53,0.06,2.0,-1.93,10.34,-20.88,-114.39,-0.04,-0.96,-1.15,71.04,-3.47,12.46,26.75
419,2026-07-07T23:29:00.260231+00:00,20260707_232900,0.08,100.0,2.18,10,28,2.17,2.68,1,45,20,11,32,8,27,8,2,10,0.69,21,7,2.59,2.71,True,True,True,False,False,True,True,19,2.07,2048,1054,994,51.46,0.01,1.3,-1.35,13.51,-19.74,-114.54,-0.06,-0.96,-1.16,46.36,0.36,7.18,20.67
420,2026-07-07T23:29:00.260267+00:00,20260707_232900,0.08,100.0,1.55,18,21,1.83,1.74,3,34,14,18,68,12,21,10,5,9,1.59,34,7,1.89,3.54,False,True,True,True,True,True,True,20,1.56,2531,1219,1312,48.16,0.03,1.75,-1.58,12.65,-10.35,-113.25,-0.04,-0.95,-1.14,48.1,-0.38,8.36,25.55
421,2026-07-07T23:29:00.260284+00:00,20260707_232900,0.08,100.0,2.41,19,22,0.94,2.11,3,46,17,14,47,11,26,12,4,5,2.3,23,17,3.94,1.19,True,False,True,True,False,False,True,19,1.11,2316,1325,991,57.21,0.07,1.39,-1.69,17.38,-18.47,-94.19,-0.04,-0.79,-0.95,26.97,4.21,8.38,23.38
422,2026-07-07T23:29:00.260296+00:00,20260707_232900,0.08,100.0,2.09,18,19,0.17,2.81,3,29,15,12,47,8,22,24,0,19,1.45,34,13,1.95,3.49,True,False,False,False,False,True,False,14,2.76,661,344,317,52.04,-0.08,2.37,-2.75,11.49,-19.92,-78.34,-0.12,-0.66,-0.79,59.87,-1.47,16.64,6.67
